id,user_id,path,seq,tex,dna,WER_FST,WER_LEX_FST,y_seq_whisper_medium,time_whisper_medium,y_seq_whisper_base,time_whisper_base
line770_p1_dna,1,Data\audio\line770_p1_dna.wav,degré indice alpha parenthèse grand f indice grand h rond g ferme la parenthèse supérieur ou égal à parenthèse d moins deux delta indice grand p plus un ferme la parenthèse alpha indice grand n moins parenthèse delta indice grand p moins deux ferme la parenthèse alpha indice un moins parenthèse delta indice grand p moins un ferme la parenthèse somme pour i égal deux à grand n moins un de alpha indice i,\deg _ { \alpha } ( F _ H \circ g ) \geq ( d - 2 \delta _ P + 1 ) \alpha _ N - ( \delta _ P - 2 ) \alpha _ 1 - ( \delta _ P - 1 ) \sum _ { i = 2 } ^ { N - 1 } \alpha _ i,True,0.13114754098360656,0.0425531914893617, degré indice alpha parenthèse grand F indice grand H rond G ferme la parenthèse supérieur ou égal à parenthèse D moins 2 delta 1 indice grand P plus 1 ferme la parenthèse alpha indice grand H moins parenthèse delta 1 indice grand P moins 2 ferme la parenthèse alpha 1 indice 1 moins parenthèse delta 1 indice grand P moins 1 ferme la parenthèse somme pour i = 2 à grand N moins 1 de alpha 1 indice i,41.459625005722046, Degré un dis alpha parenthèse Grand F indiscontage rond G faire le parenthèse supérieur ou égal à parenthèse des moins deux deltaires discrompés Pruisance Faire le parenthèse alpha indiscontaine moins parenthèse Delta indiscrompée moins deux Faire le parenthèse alpha indiscone moins parenthèse Delta indiscrompée moins un Faire le parenthèse Somme pour y égal deux à grand terme moins un deux alpha indiscrompée moins un,6.2923502922058105
line965_p1,1,Data\audio\line965_p1.wav,égal dim de h sing inter x zéro égal trois petits points égal x u moins un égal zéro,= \dim \big ( H _ { \mathrm { sing } } \cap ( X _ 0 = \dots = X _ { u - 1 } = 0 ) \big ),False,0.6875,0.5454545454545454, = DIM de H5 inter X0 = 3t point = X1 - 1 = 0,9.468793869018556, égal d'im de H5 en terre X0 = 3t point = X subvention = 0,1.3085196018218994
line798_p1,1,Data\audio\line798_p1.wav,deg alpha de f h rond g supérieur ou égal à somme pour p égal un à delta indice grand p alpha indice j indice petit p plus d moins delta grand p facteur de alpha grand n,\deg _ { \alpha } ( F _ H \circ g ) \geq \sum _ { p = 1 } ^ { \delta _ P } \alpha _ { j _ p } + ( d - \delta _ P ) \alpha _ N,False,0.45454545454545453,0.25, dogalpha de F h g super h = s p = 1 delta p alpha 1 g p + d - delta p,22.23655891418457, d'un galfat de FHS Rougé super ou également la somme pour P = 1 tel temps de gromper afin des liens en dyspotipé plus des moins tel temps gromper factor de l'alpha racontaine,2.389454126358032
line101_p3,3,Data\audio\line101_p3.wav,esperance de l'exponentielle de moins trois intégrale de zéro à grand s indice l de un sur x t plus un au carré dt inférieur à delta,\mathbb { E } \left [ \exp \left ( - 3 \int _ 0 ^ { S _ { L } } \frac { 1 } { ( X _ t + 1 ) ^ 2 } d t \right ) \right ] < \delta,False,0.6222222222222222,0.4827586206896552, espérance de l'exponential de -3 intégral de 0 à S1 de 1 sur xt + 1 au carré dt inférieur à delta,12.650174379348757, Espérance de l'expansielle de -3 integral de 0 raccouron S1 de 1 sur Xt + 1 encore et d'été inférieure ad delta,1.8584637641906736
line1009_p2_dna,2,Data\audio\line1009_p2_dna.wav,degré indice alpha parenthèse grand f indice grand h rond g fermer la parenthèse supérieur ou égal à alpha indice u plus parenthèse d moins un fermer la parenthèse alpha indice v,\deg _ { \alpha } ( F _ H \circ g ) \geq \alpha _ u + ( d - 1 ) \alpha _ v,True,0.08,0.0," ""degré indice alpha"", parenthèse ""grande f indice grand h rongé"", fermez la parenthèse ""supérieur ou égal à alpha indice u plus parenthèse d moins 1"", fermez la parenthèse ""alpha indice v"".",21.35678744316101, Degré un 10 alfa parenthèse grand tf un 10 grand tf rongé fermez la parenthèse supérieure ou égal a alpha un 10u plus parenthèse des moins 1 fermez la parenthèse alpha un 10v,2.4140920639038086
line228_p3_part8,3,Data\audio\line228_p3_part8.wav,p indice s entre parenthèses u appartient à gamma indice deux puissance r union gamma indice deux puissance l,p _ \mathbb { S } ( u ) \in \gamma _ 2 ^ R \cup \gamma _ 2 ^ L,False,0.42857142857142855,0.35294117647058826, P' U appartient à gamma' R' union gamma' L,8.61544418334961, P110s entre parenthèse U appartient à gamma 112 + CR union gamma 112 + L,1.3698062896728516
line1047_p1,1,Data\audio\line1047_p1.wav,somme pour i égal un à grand n moins s moins deux de alpha i inférieur ou égal à zéro,\sum _ { i = 1 } ^ { N - s - 2 } \alpha _ i \leq 0,False,0.35,0.1875, Somme pour i = 1 à S - 2 de α i inférieur = 0,9.604872465133669, Somme pour y également un à grandenduement de l'Alphaie à faire ou également à 0,1.343672513961792
line228_p3_part5,3,Data\audio\line228_p3_part5.wav,petit v appartient à grand t privé de a chapeau indice l epsilon,v \in \mathcal { T } \setminus \hat { A } _ { L \varepsilon },False,0.6875,0.5, Le petit V appartient à Grand T privé de H chapeau à Dcell Pylone,10.171355724334717, petit verre partie grandée privée de Hapou à Desselle Pylone,1.174612045288086
line162_p3,3,Data\audio\line162_p3.wav,probabilité que i alpha soit plus petit que x est supérieur à entre parenthèses un moins delta le tout puissance un demi divisé par exponentielle de moins trois x,\mathbb { P } ( I _ \alpha < x ) > \frac { ( 1 - \delta ) ^ { 1 / 2 } } { \exp ( - 3 x ) },False,0.5,0.3, probabilité qu'i alpha soit plus petit que x est supérieur à entre parenthèses 1 moins delta de toute puissance un demi divisé par exponential de moins 3x,13.968915700912476, probabilité qu'il y a le façons Plutique X et supérieure entre parenthèse un mandat de ta le tout puissant s'indémir divisé par Expansielle de -3x,2.0350191593170166
line130_p3,3,Data\audio\line130_p3.wav,grand d de gamma b virgule p de t supérieur ou égal à valeur absolue de grand z indice t b moins z t supérieur ou égal à moins b plus epsilon plus b égal epsilon,"D ( \Gamma _ b , \mathbf { p } ( t ) ) \geq | Z _ { T _ b } - Z _ t | \geq - b + \varepsilon + b = \varepsilon",False,0.5135135135135135,0.3793103448275862, de gamma b et de t supérieurs ou égales à valeur absolue de grand z dans le liste et b moins zt supérieurs ou égales à moins b plus epsilon plus b égaux et pilar,15.68948221206665, grandée de Gamma Bay bien que P2t Superior Regal a valeur absolue de grand Z en listé B - Ft Superior Regal a moins de B + Epsilone + Bay Galipsi La,2.299159526824951
line270_p3,3,Data\audio\line270_p3.wav,alpha égal le max entre parenthèses inf pour w appartient entre crochets u indice tau virgule u indice tau moins un des z indice w virgule inf pour w appartient à u indice tau moins un virgule u indice tau de z w fermer la parenthèse et entre parenthèses w puissance un fermer la parenthèse indice étoile égal l'inf pour w appartient à grand a indice l epsilon de z w,"\alpha : = \max \bigg ( \inf _ { w \in [ u _ \tau , u _ { \tau - 1 } ] } Z _ w , \inf _ { w \in [ u _ { \tau - 1 } , u _ \tau ] } Z _ w \bigg ) \quad \text { and } \quad ( W ^ 1 ) _ * = \inf _ { w \in A _ { L \varepsilon } } Z _ w",False,0.45121951219512196,0.3333333333333333," alpha = max (inf pour w appartient entre crochet u' t - 1 des z' w), inf pour w appartient u' t - 1 , u' t de zw (et entre parenthèse w' 1 indice étoile = l'inf pour w appartient un grand indice étoile = l'epsilon de zw).",27.866323709487915, alpha = max entre parenthèses 1 pour W à partir entre crochet 1 disto vérgule 1 disto -1 des z1 disto vérgule 1 pour W à partir 1 disto -1 vérgule 1 disto de z2 vérgule fermé à parenthèses et entre parenthèses W + 1 faire le parenthèses en 17tl = l'inf pour W à partir 1 grand 1 disto l'épicillon de z2 vérgule 1,4.350064039230347
line362_p3,3,Data\audio\line362_p3.wav,petit v appartient entre crochets grand s indice l epsilon virgule s chapeau indice l epsilon,"v \in [ S _ { L \varepsilon } , \hat { S } _ { L \varepsilon } ]",False,0.65,0.5, Petit V appartient entre crochet GRAND S indice L' et Psi l'on virgule H chapeau indice L',12.234635829925535, petit verre partie entre crochet grand S10lpsilon qui est un duel H410lpsilon,2.946372032165528
line721_p1,1,Data\audio\line721_p1.wav,deg alpha grand f deux points égal max pour m dans n puissance grand n plus un cardinal de m égal d et lambda indice m différent de zéro de deg alpha grand x puissance m,\deg _ { \alpha } F : = \underset { \substack { m \in \mathbb { N } ^ { N + 1 } \\ \vert m \vert = d \\ \lambda _ m \neq 0 } } { \mathrm { max } } \deg _ { \alpha } X ^ m .,False,0.6226415094339622,0.4594594594594595, Doug alpha grand F de point égal max pour M dans N puissance grand N plus 1 cardinale de M égale D et lambda indice M différente 0 de Doug alpha grand X puissance M,15.62738871574402, Doug Alpha Grand F 2 points également max pour M dans N puissance de Grand N puissance Cannell 2 M également D et lambda 1 à N différents d'euros de Doug Alpha Grand F puissance CMA,2.397630214691162
line95_p3,3,Data\audio\line95_p3.wav,égal un moins l'esperance de l'indicatrice de y h plus grand que grand l epsilon exponentielle de moins deux l'integrale de zéro à grand sel grand s indice l epsilon de grand n indice x t de w star plus petit que moins epsilon dt,= 1 - \mathbb { E } \left [ \mathbf { 1 } _ { \{ Y _ H > L \varepsilon \} } \exp \left ( - 2 \int _ 0 ^ { S _ { L \varepsilon } } \mathbb { N } _ { X _ t } ( W _ * < - \varepsilon ) d t \right ) \right ],False,0.6615384615384615,0.5555555555555556, = 1 - l'espérance de l'indicateurise de Yh + L epsilone Exponentiale de -2 l'intégrale de 0 à S epsilone de N xt de W star < - epsilone dt,17.447425842285156, 1 moins l'espérance de l'indicatrice de higarekage plus grand que Grand L et Psylon expensielle de moins 2 l'intégal de 0 à Grand S L et Psylon de Grand L et Psylon de Grand L et Psylon d'été,2.81722092628479
line597_p1_dna,1,Data\audio\line597_p1_dna.wav,d supérieur ou égal à parenthèse delta moins un ferme la parenthèse min parenthèse grand n plus un virgule s plus trois ferme la parenthèse espace parenthèse respectivement d strictement supérieur à parenthèse delta moins un ferme la parenthèse min parenthèse grand n plus un virgule s plus trois ferme la parenthèse ferme la parenthèse,"d \geq ( \delta - 1 ) \min ( N + 1 , s + 3 ) \quad ( \text { resp. } d > ( \delta - 1 ) \min ( N + 1 , s + 3 ) \, )",True,0.023809523809523808,0.03333333333333333, D Super ou Égal à parenthèse Delta -1 Mine parenthèse grantez +1 virgule S + 3ever la parenthèse espace parenthèse respectivement D Strictement Super à parenthèse Delta -1 mine parenthèse grantez +1 virgule S + 3 S + 3 Faire la parenthèse Faire la parenthèse,14.46921443939209, Dès super ouégale à parenthèse delta moins 1 faire la parenthèse min par entès grand taine plus 1 vaguule s plus 3 faire la parenthèse et se passe par entès respectivement destructible sur ce peur à parenthèse delta moins 1 faire la parenthèse min par entès grand taine plus 1 vaguule s plus 3 faire le parenthèse taine plus 1 vaguule s plus 3 faire le parenthèse,10.94665789604187
line265_p3,3,Data\audio\line265_p3.wav,tau égal l'inf entre accolades j supérieur à zéro virgule u indice j n'appartient pas à grand a indice l epsilon et eta égal l'inf entre accolades petit j supérieur à tau virgule u indice j appartient à grand a indice l epsilon,"\tau = \inf \{ j > 0 , u _ j \notin A _ { L \varepsilon } \} \quad \text { and } \quad \eta = \inf \{ j > \tau , u _ j \in A _ { L \varepsilon } \}",False,0.4090909090909091,0.3157894736842105," = l'inf entre collade J superiors à 0 , U'j n'appartient pas à grand 1 indice l'y et état = l'inf entre collade J superiors à to , U'j appartient à grand 1 indice l'y",43.554606199264526, A l'info entre à colade g superiore à 0 vient de l'indigie n'appartient pas à grand 1 et 10 à l'épiclone et eta est à l'info entre à colade petit g superiore à taux y a du l'indigie appartient à grand 1 et 10 à l'épiclone,3.660968780517578
line74_p3,3,Data\audio\line74_p3.wav,grand a indice l égal double crochet p indice t de t b grand s indice l union union pour i appartient à i un union i deux et t i plus petit que s indice l des t i,"A _ { L } : = \llbracket p _ \mathcal { T } ( T _ b ) , S _ L \rrbracket \cup \bigcup _ { i \in I _ 1 \cup I _ 2 , t _ i < S _ L } \mathcal { T } _ i",False,0.6346153846153846,0.5476190476190477, GRAND1 DICEL = DOUBLE CROCHET P1 DICET DE TB GRAND S INDICELE UNION UNION pour I appartient à I1 UNION I2 ET TI PLUS PTIQUE S INDICELE DES TI,18.866106033325195," Grands d'iciens les gars de double crochet Pien d'iciens de Tb Grands d'iciens Union Union pour y appartient Il y a un ""union"", il devait tailler plus petit que ""assendicelle"", des tailles",3.0599873065948486
line819_p2_dna,2,Data\audio\line819_p2_dna.wav,supérieur ou égal à somme indice accolade p égal un fermer l'accolade exposant accolade delta indice grand p moins un fermer l'accolade alpha indice accolade j indice p fermer l'accolade plus alpha indice accolade j fois delta indice grand p fermer l'accolade plus parenthèse d moins delta indice grand p fermer la parenthèse alpha indice grand l,\geq \sum _ { p = 1 } ^ { \delta _ P - 1 } \alpha _ { j _ p } + \alpha _ { j _ { \delta _ P } } + ( d - \delta _ P ) \alpha _ N,True,0.08695652173913043,0.058823529411764705, supérieur ou égal à somme indice accolade p = 1 fermé la collade exposant accolade delta indice grand p -1 fermé la collade alpha indice accolade j indice p fermé la collade plus alpha indice accolade j fois delta indice grand p fermé la collade plus parenthèse d moins delta indice grand p fermé la parenthèse alpha indice grand l,31.21052360534668," Superieux et gros également à ""somme indice"", à ""colade"", ""pégale 1"", ""fermer la colade"", ""exposant à colade"", ""delta indice grand p"", ""moinsin"", ""fermer la colade"", ""alpha indice à colade"", ""gie indice p"", ""fermer la colade"", plus ""alpha indice"", ""acolade"", ""gie"", ""froid"", ""delta indice grand p"", ""fermer la colade"", plus ""parenteuse"", ""dé"", ""moins"", ""delta indice grand p"", ""fermer la parenthèse"", ""alpha indice grand p"".",6.85817289352417
line857_p1_dna,1,Data\audio\line857_p1_dna.wav,dimension parenthèse grand h indice accolade s i n g ferme l'accolade ferme la parenthèse supérieur ou égal à dimension parenthèse grand h indice accolade s i n g ferme l'accolade inter parenthèse parenthèse g point grand x ferme la parenthèse indice zéro égal trois petits points égal parenthèse g point grand x ferme la parenthèse indice accolade v moins un ferme l'accolade égal zéro ferme la parenthèse ferme la parenthèse supérieur ou égal à s,\dim ( H _ { \mathrm { sing } } ) \geq \dim \big ( H _ { \mathrm { sing } } \cap ( ( g \cdot X ) _ 0 = \dots = ( g \cdot X ) _ { v - 1 } = 0 ) \big ) \geq s,True,0.2641509433962264,0.42424242424242425, dimension parenthèse grand H indice à collade SING ferme la collade ferme la parenthèse super ou égal à dimension parenthèse grand H indice à collade SING ferme la collade inter parenthèse parenthèse G point grand X ferme la parenthèse indice 0 égale 30 points égale parenthèse G point grand X ferme la parenthèse indice à collade V moins 1 ferme la collade égale 0 ferme la parenthèse ferme la parenthèse super ou égal à S,42.65350794792175, Dimension parenthèse gantache indice à collade si ng ferme la collade ferme la parenthèse super ou égal à dimension parenthèse gantache indice à collade si ng ferme la collade inter parenthèse parenthèse g point gantache ferme la parenthèse indice à collade également trois petits points également parenthèse g point gantache ferme la parenthèse indice à collade v -1 ferme la collade également 0 ferme la parenthèse ferme la parenthèse super ou égal à est,5.310216188430786
line94_p3,3,Data\audio\line94_p3.wav,égal à un moins l'esperance de l'indicatrice de y h plus grand que l epsilon facteur de grand pi indice grand x de grand m de des t omega t plus petit que grand s indice l epsilon et omega star plus petit que moins epsilon est égal à zéro,"= 1 - \mathbb { E } \left [ \mathbf { 1 } _ { \{ Y _ H > L \varepsilon \} } \Pi _ { X } ( \mathcal { M } ( \{ ( t , \omega ) : t < S _ { L \varepsilon } , \, \omega _ * < - \varepsilon \} ) = 0 ) \right ]",False,0.6307692307692307,0.5111111111111111, C'est égal à 1 moins l'espérance de l'indicatrice de y h plus grand que l'epsilon facteur grand pi indice grand x de grand m des t omega t plus petit que grand s indice l'epsilon et omega star plus petit que moins epsilon degré 0,21.946815013885494, c'est également un moins l'espérance de l'indicatrice de Y que H plus grand que L'epsilon il faut que t'aureux grand pient 10 grand X de grand M de des T omega que T plus petit que grand S en 10 L'epsilon et Omega star plus petit que moins l'epsilon était grâce à 0,3.412918329238892
line114_p3,3,Data\audio\line114_p3.wav,probabilité que grand b indice epsilon de grand s omega b soit inclu dans p indice s de grand a indice l epsilon union a chapeau indice l epsilon est supérieur ou égal à un moins delta,"\mathbb { P } ( B _ \varepsilon ( \mathbb { S } , \Gamma _ b ) \subset p _ \mathbb { S } ( A _ { L \varepsilon } \cup \hat { A } _ { L \varepsilon } ) ) > 1 - \delta",False,0.625,0.4666666666666667, Probabilité que B'h de S'b soit inclus dans P's de A'l'union H'l' = 1 - delta,13.739694595336914, Probabilité que grand b110 epsilon de grand S omega B soit inclus dans B110s de grand A110 L epsilon union Hp110 L epsilon est super régal à 1 mod delta,2.104209899902344
line194_p3,3,Data\audio\line194_p3.wav,d tilde indice entre parenthèses omega entre parenthèses u virgule v égal l'inf pour u zéro virgule trois petits points virgule u indice p somme de i égal un à p des d tilde d tilde puissance rond indice entre parenthèses omega u indice i virgule u indice i moins un,"\tilde { D } _ { ( \omega ) } ( u , v ) = \inf _ { u _ 0 , \dots , u _ p } \sum _ { i = 1 } ^ p \tilde { D } _ { ( \omega ) } ^ \circ ( u _ i , u _ { i - 1 } )",False,0.49206349206349204,0.3170731707317073, DETILLE d'indice entre parenthèses omega entre parenthèses u virgule v égale l'inf pour u 0 virgule 3 petits points virgule u indice p Somme de i égale 1 ap des détiles de détiles puissance pour indice entre parenthèses omega u indice i virgule u indice i moins 1,25.81935238838196, d'éthioles d'un 10 entre pas entais omega entre pas entais 1 virgule v et galinze pour 10 0 virgule 3 petit point 1 virgule 1 d'isp somme de i = a p des d'éthioles d'éthioles puissance pour 1 d'is entre pas entais omega 1 d'ici virgule 1 d'ici moins,4.188502550125122
line1047_p1_dna,1,Data\audio\line1047_p1_dna.wav,somme pour i égal un à grand n moins s moins deux de alpha indice i inférieur ou égal à zéro,\sum _ { i = 1 } ^ { N - s - 2 } \alpha _ i \leq 0,True,0.3,0.125," Somme pour i = 1a / (s - 2), 2a / 10i = 0",9.430226564407349, Somme pour y également un à containe -sme 2 2 alphan 10i en feuillard ou également à 0,1.6049473285675049
line622_p2_dna,2,Data\audio\line622_p2_dna.wav,grand n égal un espace slash mbox accolade a n d fermer l'accolade espace d supérieur ou égal à deux delta espace parenthèse respectivement d strictement plus grand que deux delta fermer la parenthèse,N = 1 \quad \text { and } \quad d \geq 2 \delta \quad ( \text { resp. } d > 2 \delta ),True,0.16666666666666666,0.16666666666666666, grand N = 1 espace / mbox acolade a n d fermez la collade espace d supérieur ou égal à 2 delta espace parenthèse respectivement d strictement plus grand que 2 delta fermez la parenthèse,16.58525037765503, Grantaine également 1 espace /mbox à collade arnd fermez la collade espace des supérieurs ou également à 2 delta espace parenthèse respectivement des strictement plus grands que 2 delta fermez la parenthèse,2.687605142593384
line846_p2_part2_dna,2,Data\audio\line846_p2_part2_dna.wav,somme indice accolade i égal zéro fermer l'accolade exposant grand n alpha indice i égal zéro,\sum _ { i = 0 } ^ N \alpha _ i = 0,True,0.0,0.0, Somme indice à collade i = 0 Fermez la collade Exposant grand N alpha indice i = 0,14.473393201828005, Somme indice à collade y = 0 fermez la collade exposant grandaine alpha indice y = 0,1.418015480041504
line352_p3,3,Data\audio\line352_p3.wav,grand d tilde indice un entre parenthèses grand b indice epsilon ouvrez la parenthèse s tilde indice un virgule gamma indice un puissance l entre parenthèses grand l epsilon virgule gamma indice un puissance r fermer la parenthèse est supérieur à epsilon et grand d tilde indice deux entre parenthèses grand b indice epsilon ouvrez la parenthèse s tilde indice deux virgule gamma indice deux puissance grand r entre parenthèses grand l epsilon virgule gamma indice deux puissance grand l fermer la parenthèse est supérieur à epsilon," \tilde { D } _ 1 ( B _ \varepsilon ( \tilde { \mathbb { S } } _ 1 , \gamma _ 1 ^ L ( L \varepsilon ) ) , \gamma _ 1 ^ R ) > \varepsilon  and  \tilde { D } _ 2 ( B _ \varepsilon ( \tilde { \mathbb { S } } _ 2 , \gamma _ 2 ^ R ( L \varepsilon ) ) , \gamma _ 2 ^ L ) > \varepsilon ",False,0.4567901234567901,0.3684210526315789," GNDILDE1 (grand B indice epsilon), STILDE1 (grand L indice epsilon), GAMMA1 (indice L indice epsilon), GAMMA1 (indice 1 puissance R), etrodilude1 (grand B indice epsilon), STILDE2 (grand R indice L epsilon), GAMMA1 (indice 2 puissance L),",14.380724430084229, Grand détail d'indices 1 entre parenthèses Grand B1 d'ici psilone ou voilà par entèse Estile d'indices 1 virgule Gamma1 dici 1 puissance L Entre parenthèses Grand détail d'indices 2 entre parenthèses Grand B1 dici psilone ou voilà par entèse Estile d'indices 2 virgules Gamma1 dici 2 puissance cronlères Entre parenthèses cronlèles Forme la parenthèse est supérieure et psilone,11.514585494995115
line1061_p1,1,Data\audio\line1061_p1.wav,supérieur ou égal à d moins delta p fois min de n plus un virgule s plus trois le tout facteur de alpha n,"& \geq \big ( d - \delta _ P \min ( N + 1 , s + 3 ) \big ) \alpha _ N",False,0.5,0.4," super r = d - delta p x mine de n + 1 , s + 3 le tout facteur de alpha n",13.01510524749756, Superheur ou égal à des mois d'el tapés fois min de N plus en Lx plus 3 le 2 facteurs de l'Alphae dans le cas de l'Alphae,5.122663021087647
line966_p1_dna,1,Data\audio\line966_p1_dna.wav,inférieur ou égal à dim parenthèse grand h indice accolade s i n g ferme l'accolade inter parenthèse grand x indice zéro égal trois petits points égal grand x indice accolade v moins un fermer l'accolade égal zéro ferme la parenthèse ferme la parenthèse ,\leq \dim \big ( H _ { \mathrm { sing } } \cap ( X _ 0 = \dots = X _ { v - 1 } = 0 ) \big ),True,0.25,0.36363636363636365, inferior ou égal à DIM parenthèse grand H à collade SING inter parenthèse 0 3 point 0 parenthèse parenthèse,15.75574231147766, 1 faillère ou égal à 10 parenthèses Grantage 1 10 à collade S I N G Faire la collade 1 terre parenthèse Grantix 110 0 Égal 3 petits points Égal Grantix 110 à collade V - 1 Faire la collade Égal 0 Faire la parenthèse Faire la parenthèse,3.727659940719605
line964_p1_dna,1,Data\audio\line964_p1_dna.wav,s inférieur ou égal à dim parenthèse grand h indice accolade s i n g ferme l'accolade inter parenthèse grand x indice zéro égal trois petits points égal grand x indice accolade v prime moins un ferme l'accolade égal zéro ferme la parenthèse ferme la parenthèse,s \leq \dim \big ( H _ { \mathrm { sing } } \cap ( X _ 0 = \dots = X _ { v ' - 1 } = 0 ) \big ),True,0.23529411764705882,0.3333333333333333, S of r = 10 parenthèse grand H indice à collade SING ferme la collade inter parenthèse grand X indice 0 égale 3 petits points égale grand X indice à collade V prime -1 ferme la collade égale 0 ferme la parenthèse ferme la parenthèse,22.26102900505066, S a fait un ou égal à 10 par enthèse Grandage en 10 à collade S e n g Fable à collade En terre Par enthèse Grand T x en 10 0 Égal Trois petits points Égal Grand T x en 10 à collade V prime moins 1 Fable à collade Égal 0 Fable à parenthèse Fable à parenthèse,4.051521301269531
line350_p3,3,Data\audio\line350_p3.wav,en dessous grand t indice moins epsilon appartient à grand a indice l epsilon et t chapeau indice moins epsilon appartient à a chapeau indice l epsilon, T _ { - \varepsilon } \in A _ { L \varepsilon }  and  \hat { T } _ { - \varepsilon } \in \hat { A } _ { L \varepsilon } ,False,0.696969696969697,0.5238095238095238, en dessous T indice - ε appartient à un grand 1 indice L ε et T chapeau indice - ε appartient à chapeau indice L ε,14.055540561676024, On se sougrantait en 10 points psylonnes à partir de 1 à 10 à l'epsilon et Téchapo en 10 points psylonnes à partir de 1 à l'epsilon,1.9053330421447756
line1119_p1,1,Data\audio\line1119_p1.wav,d supérieur ou égal à grand n plus un facteur de delta moins un resp d strictement supérieur à grand n plus un facteur de delta moins un,d \geq ( N + 1 ) ( \delta - 1 ) \quad ( \text { resp. } d > ( N + 1 ) ( \delta - 1 ) ),False,0.4838709677419355,0.15789473684210525, des supers ou égales à grante plus 1 facteur de delta -1 reste des strictement supers à grante plus 1 facteur de delta -1,13.013498544692991, Des supermégal à la grottaine plus en facteur de delta moins 1 Reste destructement super à la grottaine plus 1 facteur de delta moins 1,1.982889175415039
line261_p3,3,Data\audio\line261_p3.wav,somme de i égal un à p grand d puissance rond entre parenthèses u indice i virgule u indice i moins un supérieur ou égal à somme de i égal un à q grand d puissance rond entre parenthèses v indice i virgule v indice i moins un,"\sum _ { i = 1 } ^ p D ^ \circ ( u _ i , u _ { i - 1 } ) \geq \sum _ { i = 1 } ^ q D ^ \circ ( v _ i , v _ { i - 1 } )",False,0.3137254901960784,0.15384615384615385, Somme de i = 1a p � U'i' -1 supérieur à Somme de i = 1a q �,15.69936203956604, summe de e = ap grandée puissance front entre parenthèse 1dc = 1dc - 1 super a y = la summe de e = q grandée puissance front entre parenthèse v1dc = 1dc - 1dc,2.389230966567993
line253_p3,3,Data\audio\line253_p3.wav,d puissance rond entre parenthèses u virgule v égal grand z indice u plus grand z indice v moins deux max entre parenthèses inf pour w appartient entre crochets u virgule v de z w virgule inf pour w appartient entre crochets v virgule u z w fermer la parenthèse,"D ^ \circ ( u , v ) = Z _ u + Z _ v - 2 \max \left ( \inf _ { w \in [ u , v ] } Z _ w , \inf _ { w \in [ v , u ] } Z _ w \right )",False,0.3269230769230769,0.25, des puissances rondes entre parenthèses u virgule v égale grand z indice u plus grand z indice v moins 2 max entre parenthèses inf pour w appartient entre crochet u virgule v z w virgule inf pour w appartient entre crochet v virgule u z w ferme la parenthèse,21.064144611358643, des plus en seront entre parenthèses 1'v = grand Z1 + grand Z1'zv - 2 max entre parenthèses 1 pour W à partir entre Crochet U'zv des Zw'zv 1 pour W à partir entre Crochet V'zv 1'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v = grand Z1'zv - 2'v,10.200077772140505
line597_p1,1,Data\audio\line597_p1.wav,d supérieur ou égal à delta moins un facteur de min de n plus un s plus trois resp d strictement supérieur à delta moins un facteur de min n plus un s plus trois,"d \geq ( \delta - 1 ) \min ( N + 1 , s + 3 ) \quad ( \text { resp. } d > ( \delta - 1 ) \min ( N + 1 , s + 3 ) \, )",False,0.47619047619047616,0.26666666666666666, des supers ou égales à delta moins 1 facteur de min de n plus 1 s plus 3 reste des strictement supérieurs à delta moins 1 facteur de min n plus 1 s plus 3,18.10455083847046, Désuper ou égal à delta -1 factor de mine de N plus 1 x plus 3 Reste destructuellement super à delta -1 factor de mine N plus 1 x plus 3,1.8469171524047847
line964_p1,1,Data\audio\line964_p1.wav,s inférieur ou égal à dim h sing inter x zéro égal trois petits points égal x v prime moins un égal zéro,s & \leq \dim \big ( H _ { \mathrm { sing } } \cap ( X _ 0 = \dots = X _ { v ' - 1 } = 0 ) \big ),False,0.6571428571428571,0.52, S = DIM H5 INTER X0 = 30 PORTS = X V PRI -1 = 0,10.522966861724854, S a fait leur égal à 10 H5 R X0 = 310 points X0 + -5 = 0,1.6360464096069336
